device_id,field_id,temperature,humidity,ec_value,ph_value,collect_time,data_status,longitude,latitude,altitude
DEVICE_FIELD_002_001,FIELD_002,29.93,69.53,1.693,7.05,2026-01-14 07:50:41,0,116.396649,39.910063,48.61
DEVICE_FIELD_002_001,FIELD_002,30.26,69.49,1.606,7.14,2026-01-14 08:50:41,0,116.397275,39.909635,52.44
DEVICE_FIELD_002_001,FIELD_002,27.18,67.18,1.567,7.15,2026-01-14 09:50:41,0,116.397445,39.908689,55.43
DEVICE_FIELD_002_001,FIELD_002,25.69,66.85,1.542,7.02,2026-01-14 10:50:41,0,116.396874,39.909209,53.5
DEVICE_FIELD_002_001,FIELD_002,22.26,69.41,1.699,6.73,2026-01-14 11:50:41,0,116.399113,39.910807,53.35
DEVICE_FIELD_002_001,FIELD_002,24.64,69.71,1.638,7.03,2026-01-14 12:50:41,0,116.397825,39.90976,49.77
DEVICE_FIELD_002_001,FIELD_002,20.54,85.99,1.655,7.33,2026-01-14 13:50:41,0,116.398403,39.909616,55.85
DEVICE_FIELD_002_001,FIELD_002,15.39,81.82,1.774,7.15,2026-01-14 14:50:41,0,116.398331,39.908596,48.99
DEVICE_FIELD_002_001,FIELD_002,14.28,75.87,1.681,7.31,2026-01-14 15:50:41,0,116.397224,39.910496,50.32
DEVICE_FIELD_002_001,FIELD_002,13.31,74.72,1.731,6.98,2026-01-14 16:50:41,0,116.398467,39.910608,46.19
DEVICE_FIELD_002_001,FIELD_002,14.2,79.53,1.675,7.12,2026-01-14 17:50:41,0,116.397504,39.910371,56.84
DEVICE_FIELD_002_001,FIELD_002,16.88,71.52,1.567,6.99,2026-01-14 18:50:41,0,116.398093,39.909208,48.43
DEVICE_FIELD_002_001,FIELD_002,15.91,80.92,1.755,7.18,2026-01-14 19:50:41,0,116.3973,39.910264,49.84
DEVICE_FIELD_002_001,FIELD_002,10.74,76.23,1.817,7.01,2026-01-14 20:50:41,0,116.398542,39.908723,51.82
DEVICE_FIELD_002_001,FIELD_002,19.64,77.36,1.782,7.43,2026-01-14 21:50:41,0,116.398847,39.907544,45.45
DEVICE_FIELD_002_001,FIELD_002,16.77,79.89,1.648,6.97,2026-01-14 22:50:41,0,116.396223,39.909763,54.07
DEVICE_FIELD_002_001,FIELD_002,18.5,67.91,1.649,7.19,2026-01-14 23:50:41,0,116.39638,39.910032,47.4
DEVICE_FIELD_002_001,FIELD_002,21.22,74.4,1.498,7.48,2026-01-15 00:50:41,0,116.39782,39.907683,51.87
DEVICE_FIELD_002_001,FIELD_002,25.27,71.12,1.77,7.27,2026-01-15 01:50:41,0,116.398587,39.9086,53.41
DEVICE_FIELD_002_001,FIELD_002,28.47,75.49,1.688,6.93,2026-01-15 02:50:41,0,116.397266,39.910614,54.82
DEVICE_FIELD_002_001,FIELD_002,29.1,75.87,1.732,6.96,2026-01-15 03:50:41,0,116.397807,39.910396,47.46
DEVICE_FIELD_002_001,FIELD_002,29.83,75.84,1.853,7.22,2026-01-15 04:50:41,0,116.39644,39.90945,53.44
DEVICE_FIELD_002_001,FIELD_002,30.75,61.6,1.473,7.11,2026-01-15 05:50:41,0,116.395566,39.908996,53.59
DEVICE_FIELD_002_001,FIELD_002,29.94,64.19,1.671,7.07,2026-01-15 06:50:41,0,116.397548,39.91024,53.93
DEVICE_FIELD_002_001,FIELD_002,30.02,69.44,1.516,7.02,2026-01-15 07:50:41,0,116.395584,39.911337,48.42
DEVICE_FIELD_002_001,FIELD_002,27.22,73.21,1.647,7.16,2026-01-15 08:50:41,0,116.397772,39.91173,42.24
DEVICE_FIELD_002_001,FIELD_002,27.16,74.04,1.718,7.34,2026-01-15 09:50:41,0,116.39841,39.910116,55.03
DEVICE_FIELD_002_001,FIELD_002,28.83,69.83,1.528,6.89,2026-01-15 10:50:41,0,116.397417,39.909525,49.44
DEVICE_FIELD_002_001,FIELD_002,25.02,77.62,1.753,6.92,2026-01-15 11:50:41,0,116.396435,39.912298,45.38
DEVICE_FIELD_002_001,FIELD_002,20.63,70.11,1.795,7.18,2026-01-15 12:50:41,0,116.397789,39.909489,46.73
DEVICE_FIELD_002_001,FIELD_002,21.42,81.44,1.713,7.19,2026-01-15 13:50:41,0,116.398582,39.909339,53.57
DEVICE_FIELD_002_001,FIELD_002,16.6,80.0,1.775,6.9,2026-01-15 14:50:41,0,116.397708,39.90917,47.44
DEVICE_FIELD_002_001,FIELD_002,12.94,75.1,1.64,6.83,2026-01-15 15:50:41,0,116.395698,39.910615,51.18
DEVICE_FIELD_002_001,FIELD_002,15.33,81.67,1.714,6.84,2026-01-15 16:50:41,0,116.396523,39.909253,42.35
DEVICE_FIELD_002_001,FIELD_002,10.95,78.31,1.638,6.82,2026-01-15 17:50:41,0,116.397799,39.908123,55.85
DEVICE_FIELD_002_001,FIELD_002,13.99,66.63,1.691,7.35,2026-01-15 18:50:41,0,116.397236,39.90902,55.39
DEVICE_FIELD_002_001,FIELD_002,35.65,68.85,2.167,7.38,2026-01-15 19:50:41,1,116.397311,39.90774,48.24
DEVICE_FIELD_002_001,FIELD_002,15.41,69.73,1.656,7.06,2026-01-15 20:50:41,0,116.39656,39.91093,45.06
DEVICE_FIELD_002_001,FIELD_002,18.04,74.2,1.774,7.18,2026-01-15 21:50:41,0,116.397454,39.908655,51.0
DEVICE_FIELD_002_001,FIELD_002,17.57,73.1,1.702,6.87,2026-01-15 22:50:41,0,116.399096,39.908942,48.95
DEVICE_FIELD_002_001,FIELD_002,20.2,74.76,1.464,6.98,2026-01-15 23:50:41,0,116.398007,39.911069,60.43
DEVICE_FIELD_002_001,FIELD_002,22.48,62.71,1.471,6.94,2026-01-16 00:50:41,0,116.398791,39.911601,44.24
DEVICE_FIELD_002_001,FIELD_002,21.69,76.87,1.666,6.89,2026-01-16 01:50:41,0,116.395674,39.909121,43.13
DEVICE_FIELD_002_001,FIELD_002,28.11,67.64,1.546,6.76,2026-01-16 02:50:41,0,116.399007,39.909442,37.63
DEVICE_FIELD_002_001,FIELD_002,27.19,61.84,1.565,7.04,2026-01-16 03:50:41,0,116.397596,39.90768,50.99
DEVICE_FIELD_002_001,FIELD_002,31.22,73.94,1.626,7.13,2026-01-16 04:50:41,0,116.396576,39.908458,57.4
DEVICE_FIELD_002_001,FIELD_002,34.0,74.21,1.574,7.31,2026-01-16 05:50:41,0,116.397534,39.90739,57.26
DEVICE_FIELD_002_001,FIELD_002,29.51,66.12,1.646,7.12,2026-01-16 06:50:41,0,116.39787,39.909841,63.14
DEVICE_FIELD_002_001,FIELD_002,32.33,73.96,1.867,6.78,2026-01-16 07:50:41,0,116.397245,39.908114,45.14
DEVICE_FIELD_002_001,FIELD_002,30.31,72.84,1.544,6.8,2026-01-16 08:50:41,0,116.398124,39.910729,53.73
DEVICE_FIELD_002_001,FIELD_002,26.67,60.1,1.255,6.98,2026-01-16 09:50:41,0,116.3971,39.908316,50.43
DEVICE_FIELD_002_001,FIELD_002,26.16,68.88,1.487,6.95,2026-01-16 10:50:41,0,116.396835,39.907913,48.92
DEVICE_FIELD_002_001,FIELD_002,26.29,70.61,1.865,7.08,2026-01-16 11:50:41,0,116.398903,39.909693,42.11
DEVICE_FIELD_002_001,FIELD_002,21.06,64.94,1.513,7.15,2026-01-16 12:50:41,0,116.396856,39.910513,54.97
DEVICE_FIELD_002_001,FIELD_002,20.35,69.99,1.589,6.98,2026-01-16 13:50:41,0,116.397211,39.908803,36.31
DEVICE_FIELD_002_001,FIELD_002,18.86,75.9,1.761,6.81,2026-01-16 14:50:41,0,116.396662,39.910309,47.96
DEVICE_FIELD_002_001,FIELD_002,15.45,73.58,1.685,7.28,2026-01-16 15:50:41,0,116.396024,39.906476,46.18
DEVICE_FIELD_002_001,FIELD_002,17.2,76.85,1.714,7.07,2026-01-16 16:50:41,0,116.396443,39.910813,52.06
DEVICE_FIELD_002_001,FIELD_002,15.48,79.27,1.605,6.82,2026-01-16 17:50:41,0,116.39848,39.908958,53.55
DEVICE_FIELD_002_001,FIELD_002,14.25,81.88,1.727,6.85,2026-01-16 18:50:41,0,116.399554,39.907986,49.68
DEVICE_FIELD_002_001,FIELD_002,15.5,70.68,1.532,6.72,2026-01-16 19:50:41,0,116.397343,39.909783,47.9
DEVICE_FIELD_002_001,FIELD_002,16.04,89.24,1.852,6.83,2026-01-16 20:50:41,0,116.398228,39.909172,53.17
DEVICE_FIELD_002_001,FIELD_002,14.76,81.28,1.891,6.93,2026-01-16 21:50:41,0,116.398525,39.909496,58.27
DEVICE_FIELD_002_001,FIELD_002,16.04,93.61,3.095,7.92,2026-01-16 22:50:41,1,116.397088,39.909583,56.44
DEVICE_FIELD_002_001,FIELD_002,23.94,78.33,1.564,6.77,2026-01-16 23:50:41,0,116.396774,39.909097,49.59
DEVICE_FIELD_002_001,FIELD_002,4.09,60.49,1.343,8.19,2026-01-17 00:50:41,1,116.398129,39.910269,46.68
DEVICE_FIELD_002_001,FIELD_002,21.7,76.5,1.503,7.26,2026-01-17 01:50:41,0,116.396924,39.90914,44.23
DEVICE_FIELD_002_001,FIELD_002,25.65,74.84,1.634,6.8,2026-01-17 02:50:41,0,116.396456,39.908153,47.47
DEVICE_FIELD_002_001,FIELD_002,26.81,67.37,1.515,6.75,2026-01-17 03:50:41,0,116.397758,39.908947,49.2
DEVICE_FIELD_002_001,FIELD_002,31.25,69.1,1.742,6.77,2026-01-17 04:50:41,0,116.398018,39.908866,50.22
DEVICE_FIELD_002_001,FIELD_002,28.33,70.22,1.532,6.72,2026-01-17 05:50:41,0,116.395293,39.911782,51.09
DEVICE_FIELD_002_001,FIELD_002,31.98,56.28,1.566,7.01,2026-01-17 06:50:41,0,116.396849,39.909283,52.97
DEVICE_FIELD_002_001,FIELD_002,28.82,62.67,1.66,6.87,2026-01-17 07:50:41,0,116.39838,39.90951,47.69
DEVICE_FIELD_002_001,FIELD_002,28.33,70.1,1.772,6.99,2026-01-17 08:50:41,0,116.39642,39.909772,54.77
DEVICE_FIELD_002_001,FIELD_002,28.52,70.12,1.592,7.26,2026-01-17 09:50:41,0,116.399092,39.908241,49.57
DEVICE_FIELD_002_001,FIELD_002,27.82,70.12,1.547,6.94,2026-01-17 10:50:41,0,116.397888,39.911694,45.67
DEVICE_FIELD_002_001,FIELD_002,25.39,71.47,1.539,6.78,2026-01-17 11:50:41,0,116.396396,39.90998,47.34
DEVICE_FIELD_002_001,FIELD_002,24.74,70.4,1.508,6.91,2026-01-17 12:50:41,0,116.397755,39.908303,49.65
DEVICE_FIELD_002_001,FIELD_002,22.64,62.4,1.498,6.76,2026-01-17 13:50:41,0,116.398146,39.906554,53.7
DEVICE_FIELD_002_001,FIELD_002,20.29,75.83,1.692,6.93,2026-01-17 14:50:41,0,116.396939,39.909212,48.57
DEVICE_FIELD_002_001,FIELD_002,17.77,85.38,1.628,6.93,2026-01-17 15:50:41,0,116.395426,39.909434,53.35
DEVICE_FIELD_002_001,FIELD_002,14.54,76.52,1.717,6.78,2026-01-17 16:50:41,0,116.396232,39.909112,61.69
DEVICE_FIELD_002_001,FIELD_002,13.61,83.2,1.878,6.96,2026-01-17 17:50:41,0,116.398352,39.910227,48.99
DEVICE_FIELD_002_001,FIELD_002,13.9,87.71,1.623,7.03,2026-01-17 18:50:41,0,116.395589,39.908501,45.22
DEVICE_FIELD_002_001,FIELD_002,15.35,83.08,1.531,6.75,2026-01-17 19:50:41,0,116.394976,39.908356,46.12
DEVICE_FIELD_002_001,FIELD_002,16.53,77.53,1.694,6.46,2026-01-17 20:50:41,0,116.3971,39.90936,51.36
DEVICE_FIELD_002_001,FIELD_002,14.28,72.72,1.427,6.84,2026-01-17 21:50:41,0,116.397624,39.910062,48.38
DEVICE_FIELD_002_001,FIELD_002,17.09,77.97,1.699,6.76,2026-01-17 22:50:41,0,116.397582,39.910987,58.39
DEVICE_FIELD_002_001,FIELD_002,20.04,75.97,1.607,7.17,2026-01-17 23:50:41,0,116.397925,39.90981,55.3
DEVICE_FIELD_002_001,FIELD_002,26.17,71.89,1.459,6.95,2026-01-18 00:50:41,0,116.396542,39.909774,57.24
DEVICE_FIELD_002_001,FIELD_002,24.88,70.28,1.566,7.25,2026-01-18 01:50:41,0,116.397912,39.909516,46.8
DEVICE_FIELD_002_001,FIELD_002,25.62,75.68,1.667,6.45,2026-01-18 02:50:41,0,116.399004,39.908309,48.67
DEVICE_FIELD_002_001,FIELD_002,29.34,71.75,1.647,6.77,2026-01-18 03:50:41,0,116.396594,39.908732,48.87
DEVICE_FIELD_002_001,FIELD_002,28.6,74.09,1.796,7.32,2026-01-18 04:50:41,0,116.396925,39.908867,53.6
DEVICE_FIELD_002_001,FIELD_002,27.15,67.74,1.651,6.82,2026-01-18 05:50:41,0,116.396829,39.910918,48.05
DEVICE_FIELD_002_001,FIELD_002,29.09,66.44,1.685,6.8,2026-01-18 06:50:41,0,116.396571,39.909379,50.79
DEVICE_FIELD_002_001,FIELD_002,30.89,66.96,1.82,7.09,2026-01-18 07:50:41,0,116.398884,39.909139,51.58
DEVICE_FIELD_002_001,FIELD_002,31.8,70.05,1.609,6.91,2026-01-18 08:50:41,0,116.395781,39.907852,46.68
DEVICE_FIELD_002_001,FIELD_002,27.26,69.47,1.515,6.88,2026-01-18 09:50:41,0,116.398131,39.909325,51.62
DEVICE_FIELD_002_001,FIELD_002,28.76,68.42,1.642,6.79,2026-01-18 10:50:41,0,116.395754,39.910266,53.4
DEVICE_FIELD_002_001,FIELD_002,24.54,79.97,1.674,7.27,2026-01-18 11:50:41,0,116.398073,39.909328,59.58
DEVICE_FIELD_002_001,FIELD_002,24.76,74.07,1.724,6.97,2026-01-18 12:50:41,0,116.394851,39.907363,54.64
DEVICE_FIELD_002_001,FIELD_002,20.18,73.54,1.621,6.51,2026-01-18 13:50:41,0,116.399152,39.909811,58.83
DEVICE_FIELD_002_001,FIELD_002,18.14,80.06,1.554,6.9,2026-01-18 14:50:41,0,116.396577,39.909404,58.16
DEVICE_FIELD_002_001,FIELD_002,15.03,80.75,1.87,7.28,2026-01-18 15:50:41,0,116.397211,39.910922,44.83
DEVICE_FIELD_002_001,FIELD_002,17.08,72.93,1.626,7.12,2026-01-18 16:50:41,0,116.398352,39.90898,51.75
DEVICE_FIELD_002_001,FIELD_002,15.72,77.55,1.721,6.68,2026-01-18 17:50:41,0,116.398601,39.910145,56.29
DEVICE_FIELD_002_001,FIELD_002,18.07,82.39,1.889,7.0,2026-01-18 18:50:41,0,116.398901,39.911331,56.94
DEVICE_FIELD_002_001,FIELD_002,12.78,77.53,1.733,7.06,2026-01-18 19:50:41,0,116.399933,39.909432,51.48
DEVICE_FIELD_002_001,FIELD_002,19.14,85.69,1.939,7.03,2026-01-18 20:50:41,0,116.397445,39.908121,64.13
DEVICE_FIELD_002_001,FIELD_002,19.25,63.76,1.504,7.13,2026-01-18 21:50:41,0,116.397989,39.90857,56.19
DEVICE_FIELD_002_001,FIELD_002,18.82,84.31,1.827,6.85,2026-01-18 22:50:41,0,116.396829,39.911246,56.08
DEVICE_FIELD_002_001,FIELD_002,16.54,70.66,1.53,6.79,2026-01-18 23:50:41,0,116.397955,39.909639,52.71
DEVICE_FIELD_002_001,FIELD_002,24.86,72.17,1.582,7.2,2026-01-19 00:50:41,0,116.397326,39.90815,39.27
DEVICE_FIELD_002_001,FIELD_002,24.1,75.73,1.576,7.19,2026-01-19 01:50:41,0,116.397543,39.9095,51.97
DEVICE_FIELD_002_001,FIELD_002,24.39,73.1,1.529,7.09,2026-01-19 02:50:41,0,116.396481,39.910806,42.35
DEVICE_FIELD_002_001,FIELD_002,27.87,67.55,1.515,7.64,2026-01-19 03:50:41,0,116.398406,39.908799,45.22
DEVICE_FIELD_002_001,FIELD_002,31.19,66.87,3.499,5.44,2026-01-19 04:50:41,1,116.397411,39.908464,50.39
DEVICE_FIELD_002_001,FIELD_002,31.06,65.0,1.414,6.89,2026-01-19 05:50:41,0,116.396297,39.909491,58.16
DEVICE_FIELD_002_001,FIELD_002,35.44,62.73,1.618,7.1,2026-01-19 06:50:41,0,116.396719,39.908565,46.1
DEVICE_FIELD_002_001,FIELD_002,28.78,75.64,1.615,7.02,2026-01-19 07:50:41,0,116.396356,39.908513,45.71
DEVICE_FIELD_002_001,FIELD_002,34.92,64.39,1.415,6.99,2026-01-19 08:50:41,0,116.396041,39.907758,57.92
DEVICE_FIELD_002_001,FIELD_002,25.42,74.53,1.808,6.79,2026-01-19 09:50:41,0,116.398983,39.910248,59.98
DEVICE_FIELD_002_001,FIELD_002,27.76,72.27,1.556,6.98,2026-01-19 10:50:41,0,116.399383,39.910901,46.26
DEVICE_FIELD_002_001,FIELD_002,21.77,76.4,1.801,7.02,2026-01-19 11:50:41,0,116.39501,39.909003,42.51
DEVICE_FIELD_002_001,FIELD_002,17.81,107.47,1.555,4.59,2026-01-19 12:50:41,1,116.398501,39.909379,49.14
DEVICE_FIELD_002_001,FIELD_002,25.14,68.36,1.53,6.96,2026-01-19 13:50:41,0,116.398478,39.910491,52.46
DEVICE_FIELD_002_001,FIELD_002,20.43,75.61,1.655,7.1,2026-01-19 14:50:41,0,116.397871,39.908288,54.7
DEVICE_FIELD_002_001,FIELD_002,19.27,82.95,1.493,7.63,2026-01-19 15:50:41,0,116.397183,39.908765,51.77
DEVICE_FIELD_003_001,FIELD_003,13.52,76.66,1.602,7.11,2026-01-12 16:50:41,0,116.398186,39.909089,49.83
DEVICE_FIELD_003_001,FIELD_003,11.52,84.63,1.849,6.93,2026-01-12 17:50:41,0,116.395963,39.910593,47.2
DEVICE_FIELD_003_001,FIELD_003,12.82,74.99,1.675,6.78,2026-01-12 18:50:41,0,116.397475,39.908751,46.41
DEVICE_FIELD_003_001,FIELD_003,7.39,67.8,0.826,5.72,2026-01-12 19:50:41,1,116.397741,39.910856,53.64
DEVICE_FIELD_003_001,FIELD_003,17.03,75.33,1.666,6.66,2026-01-12 20:50:41,0,116.39778,39.909407,43.58
DEVICE_FIELD_003_001,FIELD_003,14.67,71.52,1.605,7.08,2026-01-12 21:50:41,0,116.397279,39.909862,42.82
DEVICE_FIELD_003_001,FIELD_003,26.74,89.73,2.68,8.39,2026-01-12 22:50:41,1,116.39733,39.908696,45.58
DEVICE_FIELD_003_001,FIELD_003,22.38,75.53,1.541,7.07,2026-01-12 23:50:41,0,116.396374,39.91023,45.52
DEVICE_FIELD_003_001,FIELD_003,24.49,76.3,1.652,7.38,2026-01-13 00:50:41,0,116.397278,39.910336,44.54
DEVICE_FIELD_003_001,FIELD_003,21.47,80.49,1.776,6.49,2026-01-13 01:50:41,0,116.399872,39.908722,56.95
DEVICE_FIELD_003_001,FIELD_003,24.59,71.52,1.552,7.14,2026-01-13 02:50:41,0,116.397169,39.909214,47.62
DEVICE_FIELD_003_001,FIELD_003,25.25,66.48,1.454,6.83,2026-01-13 03:50:41,0,116.396678,39.911124,51.53
DEVICE_FIELD_003_001,FIELD_003,29.2,64.99,1.538,6.97,2026-01-13 04:50:41,0,116.396729,39.907983,50.71
DEVICE_FIELD_003_001,FIELD_003,28.49,78.55,1.564,6.87,2026-01-13 05:50:41,0,116.396623,39.910121,49.25
DEVICE_FIELD_003_001,FIELD_003,30.81,66.52,1.658,6.98,2026-01-13 06:50:41,0,116.396468,39.909527,48.76
DEVICE_FIELD_003_001,FIELD_003,30.85,76.14,1.729,6.67,2026-01-13 07:50:41,0,116.39639,39.912255,47.06
DEVICE_FIELD_003_001,FIELD_003,29.84,71.5,1.443,6.93,2026-01-13 08:50:41,0,116.398238,39.908829,58.57
DEVICE_FIELD_003_001,FIELD_003,29.92,67.6,1.481,7.28,2026-01-13 09:50:41,0,116.396799,39.909542,52.85
DEVICE_FIELD_003_001,FIELD_003,23.75,74.44,1.714,6.98,2026-01-13 10:50:41,0,116.398664,39.907937,48.27
DEVICE_FIELD_003_001,FIELD_003,26.88,61.99,1.683,7.02,2026-01-13 11:50:41,0,116.397961,39.909705,43.71
DEVICE_FIELD_003_001,FIELD_003,22.08,75.47,1.562,7.13,2026-01-13 12:50:41,0,116.397981,39.908553,46.65
DEVICE_FIELD_003_001,FIELD_003,20.64,71.73,1.456,7.34,2026-01-13 13:50:41,0,116.397288,39.90981,47.39
DEVICE_FIELD_003_001,FIELD_003,19.02,79.86,1.822,6.95,2026-01-13 14:50:41,0,116.39696,39.908863,56.64
DEVICE_FIELD_003_001,FIELD_003,19.73,71.21,1.527,7.08,2026-01-13 15:50:41,0,116.396757,39.908641,49.71
DEVICE_FIELD_003_001,FIELD_003,16.43,86.23,1.624,7.19,2026-01-13 16:50:41,0,116.398356,39.908319,59.9
DEVICE_FIELD_003_001,FIELD_003,14.52,66.24,1.59,6.96,2026-01-13 17:50:41,0,116.398435,39.910156,50.54
DEVICE_FIELD_003_001,FIELD_003,15.59,74.81,1.697,7.29,2026-01-13 18:50:41,0,116.396527,39.910094,51.19
DEVICE_FIELD_003_001,FIELD_003,10.68,81.56,1.855,6.94,2026-01-13 19:50:41,0,116.398464,39.909415,51.11
DEVICE_FIELD_003_001,FIELD_003,13.69,76.66,1.452,6.86,2026-01-13 20:50:41,0,116.397455,39.91085,50.93
DEVICE_FIELD_003_001,FIELD_003,13.42,67.6,1.543,6.95,2026-01-13 21:50:41,0,116.39495,39.910543,53.67
DEVICE_FIELD_003_001,FIELD_003,21.27,81.82,1.757,6.75,2026-01-13 22:50:41,0,116.398957,39.908472,51.64
DEVICE_FIELD_003_001,FIELD_003,21.71,80.71,1.741,7.34,2026-01-13 23:50:41,0,116.397418,39.908651,52.08
DEVICE_FIELD_003_001,FIELD_003,23.06,63.1,1.343,6.96,2026-01-14 00:50:41,0,116.397873,39.91114,59.61
DEVICE_FIELD_003_001,FIELD_003,23.76,79.24,1.455,7.2,2026-01-14 01:50:41,0,116.395448,39.909942,50.5
DEVICE_FIELD_003_001,FIELD_003,26.22,73.24,1.702,7.32,2026-01-14 02:50:41,0,116.397395,39.909536,49.58
DEVICE_FIELD_003_001,FIELD_003,26.26,67.01,1.467,7.29,2026-01-14 03:50:41,0,116.396886,39.908709,48.41
DEVICE_FIELD_003_001,FIELD_003,31.53,69.08,1.631,6.92,2026-01-14 04:50:41,0,116.397407,39.911669,54.38
DEVICE_FIELD_003_001,FIELD_003,33.67,61.24,1.64,7.56,2026-01-14 05:50:41,0,116.399693,39.909174,48.09
DEVICE_FIELD_003_001,FIELD_003,32.32,57.44,1.529,7.29,2026-01-14 06:50:41,0,116.398496,39.909684,47.95
DEVICE_FIELD_003_001,FIELD_003,29.79,67.96,1.526,6.8,2026-01-14 07:50:41,0,116.398958,39.908521,56.84
DEVICE_FIELD_003_001,FIELD_003,27.34,78.77,1.762,7.02,2026-01-14 08:50:41,0,116.396881,39.909516,47.48
DEVICE_FIELD_003_001,FIELD_003,28.6,72.79,1.631,7.17,2026-01-14 09:50:41,0,116.397969,39.90893,44.99
DEVICE_FIELD_003_001,FIELD_003,24.99,73.79,1.738,6.74,2026-01-14 10:50:41,0,116.396025,39.910127,52.54
DEVICE_FIELD_003_001,FIELD_003,26.61,75.96,1.53,7.26,2026-01-14 11:50:41,0,116.397029,39.908941,54.46
DEVICE_FIELD_003_001,FIELD_003,23.1,75.03,1.594,7.45,2026-01-14 12:50:41,0,116.398156,39.908724,56.21
DEVICE_FIELD_003_001,FIELD_003,20.91,72.95,1.648,6.94,2026-01-14 13:50:41,0,116.397603,39.908074,47.74
DEVICE_FIELD_003_001,FIELD_003,16.56,70.93,1.536,7.04,2026-01-14 14:50:41,0,116.396995,39.909514,54.72
DEVICE_FIELD_003_001,FIELD_003,15.06,83.63,1.582,6.8,2026-01-14 15:50:41,0,116.39608,39.907895,52.61
DEVICE_FIELD_003_001,FIELD_003,13.15,74.81,1.706,7.16,2026-01-14 16:50:41,0,116.399032,39.908967,51.98
DEVICE_FIELD_003_001,FIELD_003,16.12,76.33,2.547,6.14,2026-01-14 17:50:41,1,116.396565,39.90967,56.7
DEVICE_FIELD_003_001,FIELD_003,16.07,74.97,1.735,6.94,2026-01-14 18:50:41,0,116.398929,39.908982,47.5
DEVICE_FIELD_003_001,FIELD_003,16.48,74.68,1.748,7.07,2026-01-14 19:50:41,0,116.398587,39.909754,50.66
DEVICE_FIELD_003_001,FIELD_003,17.48,72.07,1.705,7.11,2026-01-14 20:50:41,0,116.397247,39.908979,52.93
DEVICE_FIELD_003_001,FIELD_003,14.94,84.51,1.65,7.22,2026-01-14 21:50:41,0,116.396971,39.910135,44.8
DEVICE_FIELD_003_001,FIELD_003,18.56,69.93,1.445,6.92,2026-01-14 22:50:41,0,116.396061,39.909733,51.35
DEVICE_FIELD_003_001,FIELD_003,22.98,72.0,1.633,6.89,2026-01-14 23:50:41,0,116.396014,39.909576,44.7
DEVICE_FIELD_003_001,FIELD_003,19.88,70.21,1.524,6.67,2026-01-15 00:50:41,0,116.398562,39.909041,48.49
DEVICE_FIELD_003_001,FIELD_003,24.75,74.31,1.57,6.99,2026-01-15 01:50:41,0,116.397649,39.909797,60.41
DEVICE_FIELD_003_001,FIELD_003,26.52,67.47,1.493,6.98,2026-01-15 02:50:41,0,116.39723,39.909613,47.31
DEVICE_FIELD_003_001,FIELD_003,29.61,67.41,1.548,7.14,2026-01-15 03:50:41,0,116.397266,39.910331,44.65
DEVICE_FIELD_003_001,FIELD_003,26.7,65.2,1.213,7.51,2026-01-15 04:50:41,0,116.397401,39.908472,47.24
DEVICE_FIELD_003_001,FIELD_003,27.64,66.12,1.338,7.18,2026-01-15 05:50:41,0,116.397736,39.910211,55.18
DEVICE_FIELD_003_001,FIELD_003,33.53,64.18,-0.356,7.16,2026-01-15 06:50:41,1,116.397905,39.909844,53.18
DEVICE_FIELD_003_001,FIELD_003,26.16,66.1,1.74,7.25,2026-01-15 07:50:41,0,116.395703,39.908529,37.9
DEVICE_FIELD_003_001,FIELD_003,27.67,76.65,1.8,7.16,2026-01-15 08:50:41,0,116.395765,39.909612,44.21
DEVICE_FIELD_003_001,FIELD_003,26.18,81.03,1.774,6.85,2026-01-15 09:50:41,0,116.397614,39.909461,54.39
DEVICE_FIELD_003_001,FIELD_003,24.91,67.08,1.506,7.09,2026-01-15 10:50:41,0,116.397098,39.908618,49.78
DEVICE_FIELD_003_001,FIELD_003,27.03,65.72,1.642,7.28,2026-01-15 11:50:41,0,116.396509,39.909696,52.0
DEVICE_FIELD_003_001,FIELD_003,24.15,58.7,1.553,7.25,2026-01-15 12:50:41,0,116.397744,39.907841,45.61
DEVICE_FIELD_003_001,FIELD_003,21.59,74.22,1.807,7.1,2026-01-15 13:50:41,0,116.398159,39.91092,57.49
DEVICE_FIELD_003_001,FIELD_003,18.22,70.45,1.505,6.89,2026-01-15 14:50:41,0,116.397202,39.907934,48.39
DEVICE_FIELD_003_001,FIELD_003,14.38,73.21,1.674,6.64,2026-01-15 15:50:41,0,116.398487,39.909392,53.47
DEVICE_FIELD_003_001,FIELD_003,13.3,79.96,1.781,6.89,2026-01-15 16:50:41,0,116.397269,39.909529,47.84
DEVICE_FIELD_003_001,FIELD_003,13.86,77.93,1.69,7.25,2026-01-15 17:50:41,0,116.397744,39.909236,49.3
DEVICE_FIELD_003_001,FIELD_003,12.42,82.24,1.587,6.91,2026-01-15 18:50:41,0,116.399358,39.909092,47.01
DEVICE_FIELD_003_001,FIELD_003,12.95,78.52,1.57,7.51,2026-01-15 19:50:41,0,116.396966,39.907409,53.72
DEVICE_FIELD_003_001,FIELD_003,15.75,75.89,1.671,6.69,2026-01-15 20:50:41,0,116.396074,39.909812,57.35
DEVICE_FIELD_003_001,FIELD_003,16.5,73.77,1.489,6.89,2026-01-15 21:50:41,0,116.398574,39.909945,48.4
DEVICE_FIELD_003_001,FIELD_003,17.36,94.58,1.549,8.33,2026-01-15 22:50:41,1,116.398305,39.907223,60.16
